;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;favourite_sport;state;first_born;y
10582;38;technician;married;secondary;no;1828.0;no;no;unknown;16;jun;35.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10583;57;retired;married;primary;no;903.0;no;no;unknown;16;jun;141.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10584;48;blue-collar;married;primary;no;554.0;no;no;unknown;16;jun;263.0;8;-1;0;unknown;Basketball;Lisboa;no;no
10585;49;management;married;primary;no;330.0;no;no;unknown;16;jun;123.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10586;40;blue-collar;married;secondary;no;876.0;no;no;unknown;16;jun;208.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
10587;38;blue-collar;married;primary;no;1602.0;no;no;unknown;16;jun;100.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
10588;38;self-employed;married;secondary;no;;no;no;unknown;16;jun;91.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
10589;52;technician;divorced;tertiary;no;728.0;no;no;unknown;16;jun;644.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10590;39;blue-collar;married;secondary;no;0.0;no;no;unknown;16;jun;289.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10591;42;blue-collar;married;secondary;no;2256.0;yes;no;unknown;16;jun;315.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10592;36;unemployed;single;secondary;no;490.0;yes;yes;unknown;16;jun;265.0;3;-1;0;unknown;Basketball;Lisboa;no;no
10593;48;unemployed;single;tertiary;no;3229.0;no;no;unknown;16;jun;1089.0;1;-1;0;unknown;Soccer;Lisboa;no;yes
10594;36;blue-collar;single;primary;no;3214.0;yes;no;unknown;16;jun;124.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10595;53;technician;married;tertiary;no;6072.0;no;yes;unknown;16;jun;226.0;4;-1;0;unknown;Soccer;Lisboa;no;no
10596;30;technician;single;secondary;no;363.0;yes;no;unknown;16;jun;136.0;8;-1;0;unknown;Soccer;Lisboa;yes;no
10597;29;management;single;secondary;no;584.0;yes;no;unknown;16;jun;541.0;19;-1;0;unknown;Basketball;Lisboa;yes;no
10598;60;management;married;primary;no;21292.0;no;no;unknown;16;jun;;6;-1;0;unknown;Soccer;Lisboa;no;no
10599;30;blue-collar;married;secondary;no;294.0;yes;yes;unknown;16;jun;50.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10600;49;retired;married;primary;no;1381.0;no;no;unknown;16;jun;73.0;2;-1;0;unknown;Basketball;Lisboa;no;no
10601;44;housemaid;married;primary;no;;no;no;unknown;16;jun;250.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
10602;36;blue-collar;single;secondary;no;2962.0;yes;yes;unknown;16;jun;181.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10603;49;services;divorced;secondary;no;;no;no;unknown;16;jun;32.0;3;-1;0;unknown;Tennis;Lisboa;no;no
10604;55;entrepreneur;divorced;tertiary;no;461.0;yes;yes;unknown;16;jun;267.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10605;57;management;divorced;unknown;no;;no;no;unknown;16;jun;235.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10606;58;services;married;secondary;no;12180.0;no;no;unknown;16;jun;121.0;5;-1;0;unknown;Soccer;Lisboa;no;no
10607;37;services;married;secondary;no;3321.0;no;no;unknown;16;jun;215.0;3;-1;0;unknown;Soccer;Lisboa;yes;no
10608;50;blue-collar;divorced;primary;no;4882.0;yes;no;unknown;16;jun;320.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
10609;46;entrepreneur;married;secondary;no;757.0;no;no;unknown;16;jun;382.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10610;37;management;single;tertiary;no;400.0;yes;no;unknown;16;jun;244.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10611;41;admin.;married;tertiary;no;1287.0;no;no;unknown;16;jun;286.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10612;51;self-employed;married;tertiary;no;2007.0;no;no;unknown;16;jun;1021.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10613;40;admin.;married;secondary;no;538.0;no;no;unknown;16;jun;167.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
10614;51;management;single;secondary;no;1610.0;yes;no;unknown;16;jun;1248.0;3;-1;0;unknown;Basketball;Lisboa;no;yes
10615;55;management;divorced;tertiary;no;25.0;no;no;unknown;16;jun;404.0;3;-1;0;unknown;Basketball;Lisboa;no;no
10616;47;technician;married;tertiary;yes;-813.0;yes;yes;unknown;16;jun;179.0;25;-1;0;unknown;Tennis;Lisboa;no;no
10617;39;technician;single;secondary;no;2321.0;no;yes;unknown;16;jun;203.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
10618;38;management;married;tertiary;no;-469.0;yes;no;unknown;16;jun;209.0;12;-1;0;unknown;Tennis;Lisboa;yes;no
10619;59;retired;married;primary;no;0.0;no;no;unknown;16;jun;39.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10620;38;services;married;secondary;no;1559.0;no;no;unknown;16;jun;162.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10621;39;management;married;secondary;no;2198.0;no;no;unknown;16;jun;418.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
10622;36;management;single;tertiary;no;317.0;no;no;unknown;16;jun;;1;-1;0;unknown;Basketball;Lisboa;no;no
10623;49;technician;married;secondary;no;775.0;yes;no;unknown;16;jun;135.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10624;36;housemaid;married;tertiary;yes;-1941.0;yes;no;unknown;16;jun;505.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10625;53;technician;single;secondary;yes;-435.0;yes;yes;unknown;16;jun;131.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10626;37;housemaid;married;secondary;no;285.0;no;no;unknown;16;jun;401.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10627;45;technician;married;tertiary;no;533.0;yes;no;unknown;16;jun;332.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
10628;46;blue-collar;married;tertiary;no;993.0;yes;no;unknown;16;jun;78.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10629;55;technician;married;tertiary;no;4359.0;no;no;unknown;16;jun;394.0;2;-1;0;unknown;Basketball;Lisboa;no;no
10630;50;blue-collar;married;secondary;no;887.0;no;no;unknown;16;jun;287.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
10631;37;services;married;secondary;no;;no;no;unknown;16;jun;266.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10632;55;technician;married;unknown;no;;no;no;unknown;16;jun;153.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10633;55;entrepreneur;divorced;primary;no;29.0;no;no;unknown;16;jun;500.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10634;39;admin.;married;primary;no;237.0;no;no;unknown;16;jun;215.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10635;48;unknown;married;unknown;no;3940.0;no;no;unknown;16;jun;298.0;6;-1;0;unknown;Tennis;Lisboa;no;no
10636;35;admin.;married;secondary;no;5270.0;no;no;unknown;16;jun;110.0;8;-1;0;unknown;Basketball;Lisboa;no;no
10637;35;admin.;single;primary;no;2355.0;yes;no;unknown;16;jun;101.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10638;39;self-employed;single;tertiary;no;0.0;no;no;unknown;16;jun;13.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10639;53;blue-collar;married;primary;no;4641.0;no;no;unknown;16;jun;356.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
10640;39;admin.;divorced;secondary;no;952.0;yes;no;unknown;16;jun;62.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10641;37;admin.;married;secondary;no;306.0;no;no;unknown;16;jun;73.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10642;38;services;divorced;secondary;no;439.0;no;no;unknown;16;jun;50.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
10643;58;entrepreneur;married;secondary;no;2.0;no;no;unknown;16;jun;684.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10644;35;blue-collar;single;primary;no;3751.0;no;no;unknown;16;jun;193.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10645;50;blue-collar;married;unknown;no;0.0;no;no;unknown;16;jun;599.0;3;-1;0;unknown;Tennis;Lisboa;yes;no
10646;37;services;single;secondary;no;1175.0;yes;no;unknown;16;jun;92.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
10647;56;admin.;single;secondary;no;-13.0;no;no;unknown;16;jun;52.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10648;59;blue-collar;married;primary;no;416.0;no;no;unknown;16;jun;;3;-1;0;unknown;Tennis;Lisboa;no;no
10649;42;blue-collar;single;primary;no;50.0;no;no;unknown;16;jun;294.0;3;-1;0;unknown;Tennis;Lisboa;no;no
10650;39;housemaid;married;primary;no;15352.0;no;no;unknown;16;jun;99.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10651;58;blue-collar;married;primary;no;96.0;no;no;unknown;16;jun;76.0;3;-1;0;unknown;Basketball;Lisboa;no;no
10652;30;services;married;secondary;no;;yes;no;unknown;16;jun;27.0;3;-1;0;unknown;Basketball;Lisboa;yes;no
10653;59;retired;married;primary;no;1085.0;no;no;unknown;16;jun;191.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10654;43;blue-collar;married;primary;no;8014.0;no;no;unknown;16;jun;523.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10655;39;services;single;secondary;no;1336.0;yes;no;unknown;16;jun;358.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10656;53;retired;married;secondary;no;136.0;no;no;unknown;16;jun;254.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10657;43;management;married;tertiary;no;0.0;no;no;unknown;16;jun;46.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10658;43;services;divorced;unknown;no;159.0;no;no;unknown;16;jun;112.0;4;-1;0;unknown;Tennis;Lisboa;no;no
10659;50;housemaid;married;primary;no;4.0;no;no;unknown;16;jun;51.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10660;35;admin.;married;secondary;no;4698.0;yes;no;unknown;16;jun;359.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10661;47;admin.;married;secondary;no;4307.0;no;no;unknown;16;jun;88.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
10662;52;blue-collar;divorced;primary;no;;no;no;unknown;16;jun;342.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10663;44;technician;married;secondary;no;0.0;no;no;unknown;16;jun;78.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
10664;51;blue-collar;married;secondary;no;33.0;no;yes;unknown;16;jun;721.0;3;-1;0;unknown;Basketball;Lisboa;no;yes
10665;57;technician;divorced;secondary;no;145.0;no;yes;unknown;16;jun;420.0;4;-1;0;unknown;Soccer;Lisboa;yes;no
10666;52;blue-collar;married;secondary;no;167.0;no;no;unknown;16;jun;;1;-1;0;unknown;Tennis;Lisboa;yes;no
10667;47;blue-collar;married;secondary;no;214.0;yes;no;unknown;16;jun;442.0;3;-1;0;unknown;Soccer;Lisboa;yes;no
10668;59;services;married;primary;no;31.0;no;no;unknown;16;jun;41.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10669;50;management;married;tertiary;no;3191.0;no;no;unknown;16;jun;535.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
10670;37;admin.;single;tertiary;no;12581.0;no;no;unknown;16;jun;;4;-1;0;unknown;Basketball;Lisboa;yes;no
10671;53;entrepreneur;divorced;tertiary;no;196.0;yes;no;unknown;16;jun;178.0;7;-1;0;unknown;Tennis;Lisboa;no;no
10672;36;admin.;married;secondary;no;1295.0;no;no;unknown;16;jun;232.0;3;-1;0;unknown;Tennis;Lisboa;yes;no
10673;39;blue-collar;married;primary;no;4608.0;yes;no;unknown;16;jun;36.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
10674;41;blue-collar;married;secondary;no;-100.0;yes;no;unknown;16;jun;20.0;21;-1;0;unknown;Soccer;Lisboa;yes;no
10675;35;blue-collar;married;secondary;no;-281.0;yes;no;unknown;16;jun;15.0;15;-1;0;unknown;Tennis;Lisboa;no;no
10676;50;entrepreneur;married;tertiary;no;2198.0;no;no;unknown;16;jun;170.0;6;-1;0;unknown;Tennis;Lisboa;yes;no
10677;41;entrepreneur;married;tertiary;no;373.0;no;no;unknown;16;jun;87.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10678;45;management;married;tertiary;no;203.0;no;no;unknown;16;jun;202.0;4;-1;0;unknown;Basketball;Lisboa;yes;no
10679;38;admin.;single;secondary;no;439.0;no;no;unknown;16;jun;359.0;4;-1;0;unknown;Basketball;Lisboa;no;no
10680;42;admin.;married;secondary;no;3165.0;yes;no;unknown;16;jun;298.0;4;-1;0;unknown;Basketball;Lisboa;no;no
10681;53;blue-collar;married;secondary;no;1093.0;yes;yes;unknown;16;jun;244.0;3;-1;0;unknown;Tennis;Lisboa;no;no
10682;35;blue-collar;married;unknown;no;75.0;yes;no;unknown;16;jun;169.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10683;46;technician;married;secondary;no;536.0;yes;no;unknown;16;jun;;2;-1;0;unknown;Basketball;Lisboa;no;yes
10684;44;admin.;married;secondary;no;;no;no;unknown;16;jun;;3;-1;0;unknown;Basketball;Lisboa;no;no
10685;49;blue-collar;single;unknown;no;2222.0;no;no;unknown;16;jun;114.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
10686;35;technician;single;tertiary;no;756.0;yes;no;unknown;16;jun;14.0;14;-1;0;unknown;Soccer;Lisboa;no;no
10687;49;management;married;tertiary;no;2005.0;no;no;unknown;16;jun;81.0;4;-1;0;unknown;Tennis;Lisboa;no;no
10688;37;entrepreneur;married;tertiary;no;;yes;yes;unknown;16;jun;220.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10689;40;services;married;unknown;no;;yes;no;unknown;16;jun;162.0;3;-1;0;unknown;Soccer;Lisboa;yes;no
10690;47;blue-collar;married;secondary;no;4840.0;no;no;unknown;16;jun;53.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
10691;55;housemaid;married;primary;no;3680.0;no;no;unknown;16;jun;131.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10692;53;self-employed;married;tertiary;no;2627.0;yes;yes;unknown;16;jun;18.0;30;-1;0;unknown;Soccer;Lisboa;yes;no
10693;55;management;married;tertiary;no;0.0;no;no;unknown;16;jun;607.0;2;-1;0;unknown;Tennis;Lisboa;no;no
10694;37;blue-collar;single;secondary;no;3764.0;no;no;unknown;16;jun;431.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10695;54;technician;divorced;unknown;no;1725.0;no;no;unknown;16;jun;216.0;3;-1;0;unknown;Tennis;Lisboa;no;no
10696;53;services;single;secondary;no;725.0;yes;no;unknown;16;jun;227.0;4;-1;0;unknown;Soccer;Lisboa;no;no
10697;28;blue-collar;single;secondary;no;235.0;yes;no;unknown;16;jun;102.0;46;-1;0;unknown;Tennis;Lisboa;no;no
10698;42;blue-collar;married;primary;no;1752.0;yes;no;unknown;16;jun;19.0;21;-1;0;unknown;Soccer;Lisboa;no;no
10699;38;management;single;tertiary;no;93.0;yes;yes;unknown;16;jun;394.0;3;-1;0;unknown;Basketball;Lisboa;yes;no
10700;38;management;married;tertiary;no;7124.0;no;no;unknown;16;jun;301.0;6;-1;0;unknown;Basketball;Lisboa;yes;no
10701;37;admin.;married;tertiary;no;;no;no;unknown;16;jun;;4;-1;0;unknown;Basketball;Lisboa;no;no
10702;47;blue-collar;married;primary;no;;no;no;unknown;16;jun;54.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10703;42;housemaid;married;unknown;no;;no;no;unknown;16;jun;22.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10704;38;admin.;married;secondary;no;1116.0;yes;yes;unknown;16;jun;406.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10705;44;management;married;tertiary;no;647.0;no;no;unknown;16;jun;226.0;2;-1;0;unknown;Tennis;Lisboa;no;no
10706;54;technician;single;unknown;no;1695.0;no;no;unknown;16;jun;168.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10707;35;services;married;unknown;no;2.0;no;no;unknown;16;jun;221.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10708;51;admin.;married;secondary;no;-192.0;no;no;unknown;16;jun;176.0;3;-1;0;unknown;Basketball;Lisboa;no;no
10709;41;blue-collar;married;primary;no;389.0;yes;no;unknown;16;jun;127.0;2;-1;0;unknown;Basketball;Lisboa;no;no
10710;46;housemaid;married;unknown;no;1035.0;no;no;unknown;16;jun;703.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10711;36;admin.;single;secondary;no;16.0;no;no;unknown;16;jun;119.0;2;-1;0;unknown;Basketball;Lisboa;no;no
10712;41;management;divorced;secondary;no;0.0;no;no;unknown;16;jun;126.0;3;-1;0;unknown;Basketball;Lisboa;no;no
10713;49;blue-collar;married;unknown;no;3096.0;no;no;unknown;16;jun;147.0;2;-1;0;unknown;Tennis;Lisboa;no;no
10714;39;blue-collar;married;primary;no;;no;no;unknown;16;jun;314.0;3;-1;0;unknown;Soccer;Lisboa;yes;no
10715;39;technician;married;secondary;no;94.0;no;no;unknown;16;jun;;2;-1;0;unknown;Soccer;Lisboa;yes;no
10716;39;technician;divorced;tertiary;no;1832.0;no;no;unknown;16;jun;;2;-1;0;unknown;Tennis;Lisboa;yes;no
10717;60;retired;single;primary;no;;no;no;unknown;16;jun;100.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
10718;40;management;married;tertiary;no;270.0;no;no;unknown;16;jun;362.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10719;51;blue-collar;married;primary;no;5050.0;no;yes;unknown;16;jun;;7;-1;0;unknown;Basketball;Lisboa;yes;no
10720;49;entrepreneur;married;tertiary;no;388.0;yes;no;unknown;16;jun;142.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
10721;37;management;married;tertiary;no;0.0;no;no;unknown;16;jun;637.0;6;-1;0;unknown;Soccer;Lisboa;no;yes
10722;56;entrepreneur;married;secondary;no;535.0;yes;yes;unknown;16;jun;345.0;4;-1;0;unknown;Basketball;Lisboa;no;no
10723;54;retired;married;primary;no;;no;no;unknown;16;jun;64.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
10724;45;housemaid;married;primary;no;938.0;no;no;unknown;16;jun;;3;-1;0;unknown;Tennis;Lisboa;yes;no
10725;39;housemaid;married;tertiary;no;240.0;yes;no;unknown;16;jun;17.0;25;-1;0;unknown;Tennis;Lisboa;no;no
10726;36;entrepreneur;married;tertiary;no;3057.0;no;no;unknown;16;jun;2769.0;4;-1;0;unknown;Basketball;Lisboa;no;yes
10727;39;management;married;tertiary;no;-1212.0;yes;no;unknown;16;jun;26.0;18;-1;0;unknown;Soccer;Lisboa;no;no
10728;33;self-employed;married;tertiary;no;6.0;no;no;unknown;16;jun;;6;-1;0;unknown;Soccer;Lisboa;no;no
10729;42;technician;single;tertiary;no;;yes;no;unknown;16;jun;14.0;20;-1;0;unknown;Basketball;Lisboa;no;no
10730;58;unemployed;single;primary;no;278.0;no;no;unknown;16;jun;1009.0;5;-1;0;unknown;Basketball;Lisboa;yes;no
10731;36;blue-collar;single;primary;no;;yes;no;unknown;16;jun;323.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10732;41;entrepreneur;married;primary;no;0.0;no;no;unknown;16;jun;630.0;2;-1;0;unknown;Basketball;Lisboa;no;no
10733;51;housemaid;married;primary;no;108.0;no;no;unknown;16;jun;278.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10734;55;blue-collar;married;primary;no;835.0;yes;no;unknown;16;jun;40.0;18;-1;0;unknown;Tennis;Lisboa;no;no
10735;48;blue-collar;single;primary;no;1080.0;yes;no;unknown;16;jun;112.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10736;36;technician;married;tertiary;no;579.0;yes;no;unknown;16;jun;80.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10737;42;management;married;secondary;no;2580.0;yes;no;unknown;16;jun;154.0;3;-1;0;unknown;Basketball;Lisboa;no;no
10738;54;unknown;married;secondary;no;1241.0;no;no;unknown;16;jun;97.0;6;-1;0;unknown;Tennis;Lisboa;yes;no
10739;40;admin.;married;secondary;no;0.0;no;no;unknown;16;jun;368.0;12;-1;0;unknown;Basketball;Lisboa;no;no
10740;39;management;married;secondary;no;2445.0;no;no;unknown;16;jun;303.0;5;-1;0;unknown;Tennis;Lisboa;no;no
10741;54;technician;married;tertiary;no;417.0;yes;no;unknown;16;jun;375.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10742;45;management;married;tertiary;no;1847.0;no;no;unknown;16;jun;77.0;5;-1;0;unknown;Tennis;Lisboa;no;no
10743;57;admin.;divorced;primary;no;987.0;no;no;unknown;16;jun;295.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10744;57;management;divorced;unknown;no;0.0;no;no;unknown;16;jun;335.0;3;-1;0;unknown;Basketball;Lisboa;yes;no
10745;58;management;divorced;primary;no;5914.0;no;no;unknown;17;jun;69.0;4;-1;0;unknown;Tennis;Lisboa;no;no
10746;38;entrepreneur;married;secondary;no;-272.0;no;yes;unknown;17;jun;143.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10747;36;technician;single;tertiary;no;0.0;no;no;unknown;17;jun;153.0;4;-1;0;unknown;Basketball;Lisboa;yes;no
10748;51;admin.;married;secondary;no;2967.0;no;no;unknown;17;jun;83.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10749;56;management;married;tertiary;no;21664.0;no;no;unknown;17;jun;214.0;8;-1;0;unknown;Basketball;Lisboa;yes;no
10750;46;management;single;primary;no;538.0;no;no;unknown;17;jun;118.0;3;-1;0;unknown;Tennis;Lisboa;no;no
10751;31;technician;married;secondary;no;-720.0;yes;no;unknown;17;jun;638.0;16;-1;0;unknown;Soccer;Lisboa;yes;no
10752;30;self-employed;divorced;secondary;no;92.0;yes;no;unknown;17;jun;78.0;10;-1;0;unknown;Tennis;Lisboa;no;no
10753;58;management;married;primary;no;;no;no;unknown;17;jun;65.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10754;36;management;married;tertiary;no;0.0;no;no;unknown;17;jun;222.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10755;35;self-employed;married;tertiary;no;333.0;no;no;unknown;17;jun;78.0;5;-1;0;unknown;Basketball;Lisboa;no;no
10756;37;services;single;secondary;no;105.0;no;yes;unknown;17;jun;260.0;4;-1;0;unknown;Soccer;Lisboa;yes;no
10757;49;blue-collar;married;secondary;no;-55.0;no;no;unknown;17;jun;150.0;3;-1;0;unknown;Soccer;Lisboa;no;no
10758;38;blue-collar;married;primary;no;1262.0;no;no;unknown;17;jun;49.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10759;30;self-employed;married;secondary;no;421.0;yes;yes;unknown;17;jun;62.0;4;-1;0;unknown;Tennis;Lisboa;yes;no
10760;34;management;married;primary;no;2026.0;yes;no;unknown;17;jun;100.0;8;-1;0;unknown;Soccer;Lisboa;no;no
10761;55;blue-collar;married;primary;no;2896.0;no;no;unknown;17;jun;;3;-1;0;unknown;Soccer;Lisboa;no;no
10762;56;blue-collar;married;primary;no;1046.0;no;yes;unknown;17;jun;329.0;13;-1;0;unknown;Tennis;Lisboa;no;no
10763;44;management;married;tertiary;no;3091.0;yes;no;unknown;17;jun;331.0;4;-1;0;unknown;Soccer;Lisboa;no;no
10764;37;housemaid;single;primary;no;1088.0;no;no;unknown;17;jun;131.0;2;-1;0;unknown;Basketball;Lisboa;no;no
10765;50;blue-collar;married;unknown;no;1537.0;no;no;unknown;17;jun;24.0;6;-1;0;unknown;Soccer;Lisboa;yes;no
10766;45;blue-collar;married;primary;no;866.0;no;no;unknown;17;jun;319.0;8;-1;0;unknown;Soccer;Lisboa;no;no
10767;58;self-employed;married;secondary;no;372.0;no;no;unknown;17;jun;315.0;2;-1;0;unknown;Basketball;Lisboa;no;no
10768;38;technician;married;secondary;no;403.0;yes;yes;unknown;17;jun;99.0;8;-1;0;unknown;Soccer;Lisboa;no;no
10769;35;management;single;tertiary;no;1374.0;no;no;unknown;17;jun;45.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
10770;38;services;married;secondary;no;1313.0;no;no;unknown;17;jun;33.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
10771;49;entrepreneur;married;secondary;no;27.0;no;no;unknown;17;jun;131.0;6;-1;0;unknown;Basketball;Lisboa;yes;no
10772;50;management;married;tertiary;no;0.0;no;no;unknown;17;jun;117.0;3;-1;0;unknown;Tennis;Lisboa;yes;no
10773;39;blue-collar;married;primary;no;2169.0;no;no;unknown;17;jun;170.0;2;-1;0;unknown;Basketball;Lisboa;no;no
10774;45;housemaid;married;secondary;no;698.0;yes;no;unknown;17;jun;160.0;4;-1;0;unknown;Tennis;Lisboa;yes;no
10775;48;blue-collar;married;primary;no;0.0;no;no;unknown;17;jun;104.0;2;-1;0;unknown;Soccer;Lisboa;no;no
10776;55;retired;married;secondary;no;466.0;no;no;unknown;17;jun;287.0;4;-1;0;unknown;Soccer;Lisboa;yes;no
10777;37;services;single;tertiary;no;718.0;no;no;unknown;17;jun;43.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10778;55;technician;married;primary;no;1498.0;no;yes;unknown;17;jun;345.0;2;-1;0;unknown;Basketball;Lisboa;no;no
10779;39;admin.;single;tertiary;no;2600.0;yes;no;unknown;17;jun;77.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10780;50;retired;married;primary;no;1098.0;no;no;unknown;17;jun;168.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10781;59;retired;married;primary;no;0.0;no;no;unknown;17;jun;192.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
10782;39;blue-collar;married;secondary;no;123.0;no;no;unknown;17;jun;110.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10783;50;retired;married;secondary;no;0.0;yes;yes;unknown;17;jun;328.0;3;-1;0;unknown;Basketball;Lisboa;no;no
10784;38;technician;single;tertiary;no;2496.0;no;no;unknown;17;jun;193.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10785;52;technician;married;unknown;no;;no;no;unknown;17;jun;187.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10786;43;housemaid;single;primary;no;;no;no;unknown;17;jun;198.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10787;35;services;single;secondary;no;361.0;no;no;unknown;17;jun;256.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10788;41;technician;married;secondary;no;;no;no;unknown;17;jun;145.0;1;-1;0;unknown;Soccer;Lisboa;no;no
10789;41;management;married;tertiary;no;;no;no;unknown;17;jun;78.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
10790;37;blue-collar;married;secondary;no;426.0;no;no;unknown;17;jun;285.0;1;-1;0;unknown;Basketball;Lisboa;no;no
10791;41;technician;married;secondary;no;130.0;no;no;unknown;17;jun;160.0;3;-1;0;unknown;Tennis;Lisboa;yes;no
10792;60;management;married;primary;no;0.0;no;no;unknown;17;jun;442.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
10793;48;admin.;single;secondary;no;-58.0;no;no;unknown;17;jun;123.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
10794;55;technician;married;tertiary;no;2512.0;yes;no;unknown;17;jun;166.0;1;-1;0;unknown;Tennis;Lisboa;no;no
10795;61;retired;married;secondary;no;296.0;no;no;unknown;17;jun;18.0;1;-1;0;unknown;Soccer;Lisboa;no;no
